,식품명,energy,protein,calcium,phosphorus,iron,niacin,folate,vitaC,thiamin,riboflavin
6463,떡라면,525.49,11.21,182.68,115.92,0.27,2.13,20.53,0,0.28,1.57
6464,떡만두국,666.99,21.18,88.37,224.7,3.36,1.87,39.52,0,0.45,0.16
6465,라면,450.91,9.48,182.14,109.12,0.38,1.71,20.99,0,0,2.08
6466,만두,397.27,19.05,298.15,366.02,0.71,0,53.93,0,0.28,0.16
6467,메밀국수,221.87,10.98,31.48,93.95,0.66,0,32.51,0,0.19,0.08
6468,물냉면,383.98,13.75,48.3,178.27,1.98,0.26,53.66,0,0.04,0.22
6469,물만두,448.16,18.53,70.97,234.82,1.34,0,87.77,10.87,2,0.2
6470,미트볼 토마토 스파게티,898.82,36.7,88.89,426.24,4.49,0.54,44.42,9.98,1.14,0.31
6471,바지락칼국수,576.77,24.04,91.74,154.83,4.26,0,74.44,13.46,0,0.21
6472,볶음우동,385.41,8.41,21.54,67.98,0.57,0,24.56,0,0,0.08
6473,비빔국수,512.46,15.06,100.12,169.29,2.63,0,68.68,11.63,0,0.23
6474,비빔냉면,499.16,28.33,113.6,307.71,2.43,0.64,61.94,16.09,0.39,0.48
6475,사골만두국,606.93,26.19,100.93,241.04,4.7,0.85,114.68,30.36,1.62,0.37
6476,수제비,378.28,14.99,55.67,236.99,1.32,8.64,373.21,14.09,1.08,0.16
6477,월남쌈,293.84,14.86,47.22,262.02,0.97,0,20.26,0,0.45,0.15
6478,잔치국수,310.2,13.53,56.87,93.45,10.09,6.3,113.97,15.24,0,0.04
6479,쟁반국수,535.45,30.05,114.89,448.3,4.49,11.09,79.67,4.17,0,0.32
6480,짜장면,529.18,16.15,71.65,174.13,0.43,4.55,49.14,25.28,1.07,0.18
6481,짬뽕,464.46,22.3,99.02,285.85,0.44,0,60.56,62.49,0.95,0.64
6482,쫄면,706.96,17.68,125.42,234.55,1.89,1.43,42.08,11.15,0.29,0.19
6483,칼국수,540.65,23.09,48.41,266,2.55,9.65,78.28,0,0.23,0.26
6484,콩국수,651.57,31.2,175.57,362.95,4.81,0,111.69,10.88,1.28,0.09
6485,회냉면,741.26,29.04,264.98,366.45,5.04,0,59.94,15.93,1.68,0.26
6486,검정콩밥,330.61,9.06,26.05,103.01,0.76,0.02,17.46,0,2.54,0.03
6487,계란볶음밥,584.71,17.22,47.71,243.33,1.15,0,71.35,80.91,0.2,0.22
6488,고추김밥,490.73,14.14,55.53,203.78,1.43,3.32,62.17,8.48,0.42,0.23
6489,기장밥,331.91,6.87,7.95,56.91,0.65,0.41,5.03,0.57,0,0.01
6490,김밥,322.56,11.14,81.95,127.36,0.69,1.55,49.37,8.64,0.36,0.1
6491,김치김밥,351.43,11.61,118.43,173.2,0.84,0,98.88,9.26,0.56,0.12
6492,김치볶음밥,550.64,17.56,98.06,238.4,2.3,0.05,84.63,13.76,0.89,0.32
6493,낙지덮밥,525.24,20.58,52.94,163.01,1.25,0,49.82,2.85,0,0.24
6494,날치알김밥,461.27,15.86,51.82,213.82,1.61,2,52.23,2.03,0.53,0.15
6495,닭고기덮밥,510.58,46.75,86.59,441.88,2.18,0,104.13,0,0.59,0.5
6496,돈까스김밥,646.18,18.45,48.84,236.04,1.58,0,29.25,0.58,0.29,0.19
6497,돌솥비빔밥,558.1,20.5,94.76,273.19,2.24,0,106.94,1.07,0.47,0.25
6498,돼지머리국밥,1233.32,60.34,77.69,219.33,2.18,0,47.69,0.33,0.81,0.48
6499,모듬회덮밥,593.54,37.32,53.34,443.72,0.94,0.01,46.6,12.32,37.55,0.38
6500,무밥,266.19,7.33,44.98,80.71,0.38,3.09,12.69,1.02,0,0.05
6501,보리밥,321.63,5.8,13.8,67.81,0.39,0.09,9.96,0.04,0.07,0.01
6502,볶음밥,640.48,19.47,47.21,215.06,1.83,0.38,48.69,14.47,0.42,0.12
6503,불고기덮밥,728.18,26.39,24.61,291.54,3.27,0,17.63,0,0.65,0.24
6504,새우볶음밥,635.75,23.33,45.1,230.47,1.28,3.76,135.21,15.24,0.01,0.37
6505,생선모듬초밥,607.45,36.71,54.21,403.06,0.26,150.8,44.13,0,1.2,0.1
6506,쇠머리국밥,239.21,15.83,71.93,98.07,44.8,0.37,43.36,26.12,2.17,0.37
6507,쇠고기김밥,447.51,16.16,75.82,160.52,2.18,0,51.21,6.84,0.23,0.14
6508,쇠고기볶음밥,456.99,19.74,45.58,223.96,1.6,17.73,58.68,12.49,0.1,0.33
6509,쇠고기주먹밥,355.16,9.52,17.15,91.26,0.58,2.57,28.81,0,0,0.12
6510,수수밥,321.89,6.31,7.69,50.57,0.34,0.32,4.89,0.16,0.02,0.02
6511,순대국밥,673.09,28.56,76.92,282.82,5.99,0,59.34,1.89,0.56,0.22
6512,알밥,422.13,15.61,141.93,199.74,1.45,0,23.55,8.72,1.25,0.12
6513,영양돌솥밥,643.16,12.02,30.35,111.16,1.68,0.76,30.35,0,0.11,0.11
6514,오므라이스,692.71,25.98,77.12,370.13,3.36,1.97,213.4,268.95,0.55,0.41
6515,오징어덮밥,484.59,25.85,29.55,280.66,0.8,0.05,43.32,0,0.01,0.07
6516,완두콩밥,276.32,5.89,87.63,63.77,0.67,0.61,9.76,0.05,0,0.01
6517,유부초밥,388.54,11.56,91.78,134.35,1.17,0.03,59.53,8.5,0,0.05
6518,육회비빔밥,442.29,19.16,83.93,286.37,2.68,0,42.31,0,0.25,0.12
6519,잡곡밥,292.6,10.59,34.6,221.09,2.65,0,29.35,0,0.31,0.25
6520,잡채밥,825.15,22.11,88.01,258.14,4.27,0.46,94.62,23.72,3.61,0.23
6521,제육덮밥,949.76,44.3,51.76,474.5,2.28,72.05,67.74,0,1.5,0.75
6522,짜장밥,572.62,20.08,53.58,229.42,1.92,1.94,53.11,18.54,1.04,1.26
6523,짬뽕밥,647.7,28.81,118.81,472.79,6,3.9,145.5,24.22,2.19,0.38
6524,차조밥,313.24,5.67,7.68,60.83,0.64,0,9.82,1.59,0.05,0.02
6525,찰밥,429.7,12.3,30.13,156.78,0.61,0,57.8,2.58,0.02,0.05
6526,참치김밥,435.04,17.5,128.42,182.79,1.81,0,62.6,7.65,0.57,0.17
6527,참치마요삼각김밥,398.7,11.86,19.33,115.81,0.76,0,21.38,4.36,0,0.11
6528,참치볶음밥,412.97,10.63,35.45,106.53,0.26,0.53,14.02,0.42,0,0.03
6529,채소김밥,442.09,12.89,105.34,192.21,1.24,2.97,53.34,5.06,0.9,0.2
6530,채소볶음밥,474.03,12.26,44.24,157.38,1.1,0,53.66,1.98,0.1,0.16
6531,치즈김밥,476.98,16.86,17.1,41.56,0.58,0,59.76,5.81,0.96,0.2
6532,카레라이스,518.4,14.94,55.93,167.76,1.44,1.04,32.07,15.17,0.55,0.08
6533,콩나물국밥,403.26,11.34,50.3,122.11,1.44,1.35,41.13,9.79,1.09,0.17
6534,콩나물밥,392.17,14.98,49.8,400.15,1.67,3.26,19.79,0,0.19,0.15
6535,팥밥,286,6.56,14.25,100.42,0.67,1.63,17.26,52.9,0.09,0.03
6536,표고버섯볶음밥,551.73,10.09,14.12,117.44,0.89,0.25,20.94,0,0.12,0.13
6537,하이라이스,401.93,14.47,36.69,130.07,0.24,0.35,17.1,3.6,0,0.04
6538,현미밥,396.31,7.14,11.41,130.53,0.49,1.4,40.47,1.85,0.17,0.03
6539,흑미밥,348.7,6.53,20.47,81.12,0.23,0.37,132.32,0,0,0.04
6540,감자볶음,100.18,1.75,11.02,38.31,0.31,0.52,9.44,0.96,0.02,0.03
6541,감자채소볶음,139.78,2.65,21.39,87.43,0.49,0.43,13.1,3.65,0.07,0.03
6542,건새우볶음,60.83,8.31,627.06,152.29,0.91,0,25.67,2.55,0,0.07
6543,고추볶음,69.78,1.93,17.93,45.27,0.6,0.37,14.12,0,0.1,0.11
6544,김치볶음,106.07,1.38,52.94,52.25,0.41,0.17,4.53,1.71,0.13,0.18
6545,꽈리고추멸치볶음,126.57,11.81,275.45,273.52,4.43,0.01,15.87,0,0,0.06
6546,낙지볶음,182.69,11.53,57.26,154.57,0.83,2.4,53.24,22.86,0.6,0.16
6547,느타리버섯볶음,47.09,1.4,2.47,43.04,0.24,0.29,7.19,1.81,0,0.06
6548,닭가슴살피망볶음,97.58,13.11,22.63,142.68,0.46,0,17.88,9.48,0.01,0.06
6549,닭발볶음,372.98,27.6,162.62,223,1.05,0,59.06,0.01,0.08,0.4
6550,닭볶음,558.83,41.93,75.43,425.03,1.85,0,51.7,0.35,0,0.91
6551,당근볶음,85.13,0.84,23.14,24.23,0.2,0.02,3.56,0,0.06,0.03
6552,돼지고기김치볶음,371.22,27.16,62.03,320.29,2.29,0,42.6,1.36,0.33,0.53
6553,돼지고기채소볶음,388.96,38.12,34.55,401.57,2.08,0,31.1,2.7,1.39,0.67
6554,돼지곱창순대볶음,299.11,16.64,82.38,190.45,4.05,4.07,54.56,1.12,0,0.23
6555,떡볶이,260.02,6.31,25.8,82.82,0.32,0.05,18.18,3.46,0.24,0.11
6556,라볶이,268.47,5.66,102.55,69.87,0.46,0.94,17.02,0,0,0.61
6557,마늘쫑볶음,123.91,4.55,60.02,101.05,1.18,0,301.41,29.56,0.06,0.12
6558,마늘쫑잔멸치볶음,58.42,3.77,67.02,85.95,0.32,0,61.59,1.53,0.1,0.05
6559,마파두부,174.33,11.67,46.1,151.72,1.65,9.14,28.85,5.77,6.86,0.02
6560,멸치견과류볶음,206.95,15.2,420.48,468.5,5.21,0,31.89,2.66,0.17,0.38
6561,멸치마늘쫑볶음,138.41,16.2,607.31,545.77,5.42,0,32.11,2.4,0.19,0.27
6562,멸치볶음,138,19.72,525.4,540.42,4.83,0.56,35.7,1.8,0.05,0.04
6563,묵은지삼겹살볶음,302.03,11.52,100.16,180.1,1.86,0,56.71,0,0.32,0.21
6564,문어고추장볶음,175.01,21.93,35.76,249.51,0.58,0,21.16,3.15,0.17,0.19
6565,미역줄기볶음,61.43,0.77,50.69,18.91,0.27,0.37,6.46,0,0,0.02
6566,브로콜리볶음,46.14,3.98,23.09,80.11,0.71,0,116.74,14.3,0.21,0.17
6567,새송이버섯볶음,145.44,3.54,2.85,121.33,0.53,5.74,32.58,2.19,0,0.41
6568,새우볶음,166.66,19.81,62.63,253.45,0.67,0,76.04,23.13,0.77,0.09
6569,소시지볶음,559.51,23.88,107.1,330.32,1.7,3.85,44.5,13.63,1.85,0.23
6570,쇠고기고추장볶음,434.08,31.59,26.8,324.29,3.91,0,26.32,0,0,0.4
6571,쇠고기버섯볶음,330.36,26.66,56.73,397.37,3.73,0,31.43,0,0.26,0.73
6572,쇠고기볶음,543.39,33.24,21.95,284.69,3.87,83.33,9.21,1.52,0.18,0.42
6573,쇠고기채소볶음,288.81,29.44,29.95,324.51,3.27,0,45.4,0,0.17,0.45
6574,양파볶음,44.67,0.79,14.1,18.52,0.24,0.25,73.23,0.7,0.23,0.01
6575,어묵볶음,275.24,11.78,59.6,125.67,0.97,2.74,20.7,0.2,3.61,0.05
6576,어묵잡채,414.12,6.55,94.08,101.81,3.18,0,16.42,0,0.22,0.06
6577,어묵채소볶음 ,136.68,5.7,30.12,63.81,0.58,2.09,10.26,1.04,0.1,0.02
6578,오징어볶음,255.56,19.69,66.12,273.64,1.06,0.9,36.23,17.96,0,0.41
6579,오징어채볶음,59.52,4.09,3.05,36.2,0.09,0,7.57,1.81,0.52,0.01
6580,유산슬,189.43,16.58,34.04,270.12,1.1,0,50.06,35.32,0,0.32
6581,잔멸치견과류볶음,193.96,12.17,173.92,285.57,1.07,2.63,36.37,2.3,0.03,0.16
6582,잔멸치고추볶음,114.05,16.64,217.6,371.11,0.81,0,60.76,1.85,0.92,0.05
6583,잔멸치꽈리고추볶음,146.65,12.39,221.06,281.27,0.65,1.45,16.55,3.13,0.28,0.07
6584,잔멸치볶음,170.46,21.82,289.61,496.04,0.82,0.67,61.29,1.61,0,0.11
6585,잔멸치풋고추볶음,127.82,14.12,249.55,306.92,0.46,1.11,29.13,2.16,0,0.09
6586,잡채,291.15,9.41,72.16,121.33,3.3,0,22.4,0,2.03,0.1
6587,제육볶음,487.98,30.37,54.78,386.52,2.74,20.19,56.24,0,0.72,0.73
6588,죽순쇠고기볶음,276.31,31.46,32.37,270.33,3.63,0,29.12,41.5,0,0.51
6589,참치 김치볶음,121.88,8.33,40.12,97.36,0.67,3.08,9.77,1.42,0.07,0.15
6590,채소떡볶이,515.29,6.24,27.33,112.73,0.48,0.43,12.59,0,0.3,0.16
6591,콩나물잡채,153.12,4.43,81.95,96.43,0.94,0,20.21,0,0,0.09
6592,팔보채,196.98,27.33,244.51,298.86,3.03,2.45,53.55,4.67,0,0.2
6593,햄채소볶음,401.83,23.04,74.28,392.88,2.14,0,102,24.69,0.86,0.34
6594,BLT샌드위치,423.85,20.9,172.66,411.6,1.66,1.17,42.81,6.31,0.36,0.33
6595,감자크로켓,295.63,8.55,35.94,120.94,1.24,0.37,59.79,1.25,0,0.23
6596,꽈배기,272.34,5.83,77.41,72.3,0.56,0.17,33.24,0,0.04,0.09
6597,닭가슴살샌드위치,551.65,28.02,133.32,295.75,0.39,11.26,52.61,0.88,0.4,0.26
6598,도넛,294.22,4.48,7.64,48.87,0.44,0.37,17.61,0,0.12,0.1
6599,롤케이크,311.94,7.36,31.51,140.27,1.13,0.57,37.78,0.57,0.28,0.22
6600,링도넛,514.57,7.85,50.12,363.59,1.04,0.89,21.72,0,0.59,0.39
6601,마늘빵,219.12,6.03,25.11,59.45,0.29,2.88,53.41,1.21,0.22,0.08
6602,머핀,499.29,7.45,57.74,177.99,0.9,0.44,20.81,0,0,0.1
6603,모닝빵,219.52,6.65,21.21,68.29,0.39,0,29.25,0,0.6,0.13
6604,베이글,367.64,12,143.39,117.93,0.91,0.37,14.36,0,0.07,0.1
6605,사과파이,184.65,2.54,19.56,169.15,0.43,1.98,3.3,0.1,0,0.02
6606,생크림케이크,237.09,3.45,42.13,131.17,0.58,0.22,25.18,1.75,0,0.08
6607,식빵,264.36,9.34,218.7,117.48,0.76,0,31,0.11,0,0.2
6608,식빵토스트,365.67,8.78,46.68,101.04,0.69,1.53,23.61,0,0,0.08
6609,찐빵,532.43,12.98,55.3,124.02,1.95,2.24,30.38,0,0.42,0.04
6610,참치 샌드위치,505.3,26.34,65.61,228.3,1.59,0.26,25.05,1.25,0,0.27
6611,채소샌드위치,439.87,7.35,45.27,84.5,0.13,0.05,22.6,2.74,0,0.07
6612,초코 소라빵,222.99,2.3,46.86,70.84,0.86,0.65,14.86,0,0.03,0.5
6613,츄러스,252.49,4.62,16.62,124.38,0.41,0,5.32,0,0,0.01
6614,카스텔라,234.74,7.02,26.35,131.2,1.02,0.12,25.15,0,0.26,0.14
6615,콤비네이션피자,548.05,21.35,282.37,359.2,1.26,1.15,64.13,0.86,0.09,0.28
6616,크로아상,669.17,11.28,55.64,199.41,1.2,0,31.32,0,0,0.36
6617,페이스트리,326.3,5.82,13.65,61.61,0.32,0,32.65,0,0.17,0.08
6618,피자빵,595.65,17.7,191.71,325.31,1.73,0,37.87,0,0.69,0.2
6619,햄샌드위치,439.2,24.88,160.07,515.12,1.1,10.33,77.55,3.2,0,0.38
6620,호떡,470.6,8.11,20.57,22.98,0.57,1.29,32.25,0,0.05,0.12
6621,가오리회무침,186.62,26.07,914.51,650.33,0.77,0,40.34,0,0.19,0.14
6622,감자샐러드,189.19,1.97,11.43,45.85,0.41,0.08,2.98,0.99,0.03,0.02
6623,골뱅이국수무침,250.52,11.53,51.71,100.76,1.13,0,10.75,0,0,0.06
6624,과일샐러드,138.69,1.75,31.4,48.24,0.3,0.04,6.44,1.16,0.22,0.07
6625,굴무생채,149.16,11.04,90.33,173.02,3.64,0.75,64.53,99.84,0.27,0.44
6626,굴무침,61.44,5.34,27.21,90.19,1.53,1.35,22.01,5.27,0.16,0.22
6627,김무침,77.57,6.35,72.32,113.91,1.51,1.9,168.31,3.4,0,0.42
6628,낙지무침,138,22.33,45.1,138.64,0.85,7.94,14.09,1.6,0,0.08
6629,느타리버섯무침,88.01,4.11,11.44,142.76,0.54,2.01,10.08,0,0.11,0.12
6630,다시마무침,43.27,2.31,80.75,47.79,0.24,0,11.81,0.19,0,0.04
6631,단호박샐러드,242.52,2.22,25.18,58.54,0.62,0,28.15,0.17,0.24,0.1
6632,달래무침,37.79,1.75,33.49,36.37,0.56,0.25,33.86,4.03,0.05,0.06
6633,닭가슴살샐러드,203.24,10.75,61.79,172.97,0.71,0.76,45.25,0.18,0.12,0.17
6634,닭고기냉채,215.62,31.4,39.87,268.63,1,0,33.99,0,0,0.34
6635,도라지생채,123.97,3.3,55.39,77.17,0.67,0.17,13.32,1.06,0,0.08
6636,도라지오이생채,76.02,2.65,52.54,77.36,0.98,0.33,13.75,1.58,0.16,0.11
6637,도토리묵 무침,147.76,1.85,34.32,38.5,0.58,1.61,21.7,1.09,0,0.05
6638,돌나물무침,34.25,0.83,62.47,16.76,0.24,0.11,21.35,0,0.15,0.03
6639,두릅초고추장무침,60.49,1.94,54.21,55.69,0.97,0.29,16.77,1.53,0.13,0.08
6640,마늘쫑무침,31.92,0.82,13.23,17.11,0.18,0.55,41.35,1.39,0.6,0.03
6641,무말랭이무침,24.17,0.84,55.2,17.42,2.54,0.02,6.24,0.94,0,0.02
6642,무생채,73.54,3.64,153.45,85.51,0.79,0.87,19.94,0.83,0.12,0.06
6643,미나리무침,41.52,1.18,36.93,50.16,0.34,0,9.39,0.43,0.03,0.04
6644,미역초무침,17.49,0.59,39.28,12.59,0.16,0.07,3.49,0,0,0.04
6645,민들레잎무침,72.9,2.42,68.36,55.64,1,0,21.55,1.76,0,0.13
6646,배추겉절이,27.32,1.14,27.55,28.1,0.23,0.56,10.23,0.22,0.13,0.04
6647,부추무침,92.3,3.5,67.73,59.8,0.74,1.43,58.71,0.57,0,0.13
6648,북어채무침,282.02,42.6,216.44,535.39,1.55,1.24,64.97,0.36,0,0.49
6649,상추겉절이,61.14,2.36,67.59,55.48,0.66,0.69,18.57,0.13,0,0.12
6650,새싹채소샐러드,74.21,2.77,49.11,63.33,0.44,0.89,36.98,1.59,0,0.11
6651,양배추샐러드,225.1,4.03,42.14,81.94,0.5,0.47,17.21,1.37,0.29,0.07
6652,양상추샐러드,188.98,7.36,65.52,148.37,1.2,1.51,17.84,0.97,0.76,0.13
6653,양장피,291.79,16.05,136.49,210.64,3.91,2.17,21.02,5.01,0.52,0.18
6654,양파부추무침,44.19,1.83,26.81,36.6,0.33,0,20.23,1.31,0.97,0.04
6655,열무겉절이,57.55,2.4,74.11,52.03,0.79,0,70.69,0.54,0,0.12
6656,오이부추무침,31.32,1.95,29.05,51.16,0.39,0.42,11.86,2.1,0.5,0.08
6657,오이생채,34.53,0.89,15.44,26.09,0.23,0.31,10.68,0.29,0.01,0.03
6658,오이지무침,52.32,0.96,55.12,22.46,0.64,0.24,4.67,0.18,0.21,0.02
6659,오징어무침,254.31,39.45,45.11,441.91,0.78,0,26.35,2.44,0,0.19
6660,오징어물회,339.79,43.3,48.82,684.59,0.85,66.58,73.32,48.24,0.44,0.2
6661,오징어채무침,206.14,18.88,27.91,167.64,0.49,0,13.17,1.58,0.19,0.03
6662,오징어채소무침,149.09,14.04,37.69,202.14,1.75,0,36.38,2.6,0.35,0.11
6663,옥수수샐러드,265.65,3.13,24.36,71.57,0.86,0,51.43,0.59,0.09,0.06
6664,참치샐러드,226.74,16.23,25.2,160,0.85,18.36,21.16,0.97,0.13,0.08
6665,채소샐러드,232.33,1.86,37.25,46.18,0.28,0.17,18,1.28,0.12,0.07
6666,치커리겉절이,56.41,1.49,46,29.61,0.55,0,13.62,0,0.19,0.08
6667,파래무침,14.83,1.06,14.9,19.05,6.59,0.5,18.66,3.72,0,0.04
6668,파무침,105.95,3.38,70.22,69.19,0.86,0.15,45.24,0.79,0,0.12
6669,풋고추된장무침,123.64,2.37,34.18,54.23,0.46,0.67,19.05,0.21,3.02,0.06
6670,풋마늘무침,71.06,4.14,33.74,70.86,0.87,0,169.99,2.75,0.05,0.13
6671,피조개무침,51.64,4.71,36.16,62.91,3.07,0.58,16.37,1.96,0.09,0.09
6672,해초무침,39.3,0.95,54.36,16.33,0.39,0,1.36,0.42,0,0.02
6673,호박오가리나물무침,200.5,6.14,69.44,133.17,1.72,0,93.71,11.47,0,0.12
6674,회무침,203.95,20.22,159.58,309.47,2.17,0,61.54,2.09,0.43,0.3
6675,육회,195.06,14.9,18.57,163.75,2.06,0.46,22.91,4.76,0,0.16
6676,미숫가루,211.16,6.24,82.25,188.06,2.19,0.96,40.93,0.76,0,0.16
6677,고추장아찌,49.62,1.19,13.55,18.76,0.31,0,3.57,4.52,0.04,0.06
6678,깻잎장아찌,20.18,0.41,20.08,2.04,0.53,0.07,2.31,0,0,0.02
6679,단무지,3.77,0.1,3.29,3.4,0.03,0,1.58,0.94,0,0
6680,더덕장아찌,127.28,4.02,34.11,120.86,0.99,0.69,16.92,1.91,0.26,0.04
6681,마늘장아찌,147.23,6.15,70.86,89.41,1.32,0,2.93,21.9,0.09,0.01
6682,무짠지,5.63,0.27,9.26,6.57,0.12,0.02,2.5,0,0,0.01
6683,양파장아찌,40.18,1.31,8.42,23.51,0.26,0.92,8.35,0.43,0,0.29
6684,오이장아찌,7.11,0.18,10.63,3.89,0.19,0,0.65,0.13,0.08,0
6685,오이지,10.34,0.37,11.2,12.27,0.15,0.54,3.23,0.09,0.07,0.01
6686,일본매실장아찌,19.52,0.38,7.82,4.34,0.32,0.15,1.54,0,0,0
6687,치킨무,22.1,0.68,22.19,14.47,0.18,0,11.13,0,0,0
6688,가지전,245.82,10.96,66.48,177.08,1.84,0.16,24.16,0,0.08,0.17
6689,감자전,265.62,3.43,17.53,91.17,0.72,1.04,23.07,3.02,0.16,0.06
6690,고구마전,318.36,4.09,26.78,68.32,0.93,0.06,20.06,5.5,1.68,0.11
6691,김치전,201.08,7.58,64.6,108.54,0.94,0.04,12.33,2.21,0.12,0.2
6692,달걀말이,193.49,17.21,55.17,185.6,1.74,0,52.12,0.31,0,0.44
6693,달걀프라이,124.53,9.44,31.18,124.61,1.19,0.05,48.28,0.27,0.04,0.16
6694,돼지고기완자전,277.36,29.56,71.29,363.1,2.45,0,36,3.22,1.76,0.38
6695,두부부침,139.93,10.92,63.23,193.41,1.78,1.34,17.86,0.76,0,0.05
6696,떡갈비,403.4,42.76,43.17,340.89,5.8,5.84,10.06,1.54,0,0.49
6697,맛살전,329.53,14.95,344.01,247.97,1.26,1.03,13.36,0,0,0.15
6698,메밀전,289.81,7.23,29.12,188.94,2.25,0,8.62,1.04,0.39,0.08
6699,부추전,251.22,6.95,31.15,69.06,0.76,0.35,56.18,0.25,0,0.16
6700,쇠고기완자전,323.34,37.46,81.52,163.27,0.94,0.16,32.7,0,0,0.3
6701,스크램블드에그,237.34,12.99,61.42,208.98,1.91,0,62.19,0.24,0.06,0.3
6702,애호박전,182.9,6.53,49.91,102.32,0.99,0.32,64.78,0,0,0.21
6703,참치완자전,345.27,29.99,37.44,260.79,2.75,0,40.84,7.27,0.22,0.23
6704,채소전,145.11,3.57,21.53,38.14,0.48,0.15,28.36,0.14,0.03,0.1
6705,표고버섯전,271.89,15.19,40.88,178.95,1.89,3.13,68.41,4.14,0.39,0.4
6706,해물완자전,444.86,22.92,46.93,342.47,0.99,0,19.77,0,0.52,0.14
6707,해물파전,256.14,8.25,64.65,138.26,3.52,0.21,69.07,0.39,0.32,0.12
6708,햄달걀부침,277.32,12.71,16.23,167.62,0.92,0.2,32.82,0.46,0,0.32
6709,가자미식해,335.62,27.73,739.73,602.67,2.91,0,22.63,6.4,0.67,0.33
6710,간장게장,155.4,17.56,162.26,244.96,2.37,33.86,71.01,42.78,0,0.28
6711,양념갈치젓,134,13.98,230.05,248.34,1.28,0,57.22,0,6.58,0.16
6712,양념게장,193.49,20.45,530.62,319.61,2.57,27.17,61.51,44.09,0,0.3
6713,양념멸치젓,4.51,0.57,27.15,21.21,0.11,0,1.38,0.12,0,0.01
6714,양념새우젓,6.89,0.71,73.51,17.42,0.17,0,3.09,0.81,0.03,0.01
6715,오징어젓,6.03,1.01,2.8,12.31,0.03,0,2.27,0.69,0.01,0.01
6716,갈치조림,100.82,12.72,35.99,157.05,0.52,2.57,30.91,0.85,0,0.08
6717,감자조림,56.79,1.2,8.76,28.01,0.23,0.94,12.44,0.35,0,0.02
6718,건갈치조림,127.65,15.93,91.18,198.68,0.6,1.15,8.8,0,0.32,0.12
6719,고등어조림,141.01,11.25,48.66,147.86,0.81,5.24,27.99,1.75,0.68,0.17
6720,꽁치조림,243.51,15.52,77.59,203.28,1.29,7.77,25.96,2.72,2.65,0.25
6721,달걀장조림,138.11,9.85,38.08,133.75,1.45,1.62,63.68,0.16,0.04,0.37
6722,닭고추장조림,379.87,22.79,62.23,327.13,1.94,28.73,52.68,6.15,0.54,0.35
6723,닭조림,294.79,27.05,66.82,273.55,1.19,0.92,38.42,1.11,0,0.7
6724,돼지고기 메추리알 장조림,166.24,20.07,23.09,195.11,1.23,1.9,38.23,1.2,0,0.3
6725,돼지고기장조림,72.66,15.58,9.47,179.19,0.56,0,11.47,0,0.58,0.21
6726,두부조림,71.55,4.82,26.71,75.72,0.74,0.6,9.53,0.32,0.48,0.03
6727,땅콩조림,96.52,3.75,17.53,67.89,0.32,0.1,15.55,0.4,0,0.02
6728,마늘쫑조림,194.24,4.04,82.25,104.2,0.79,0,184.51,0.98,0,0.14
6729,메추리알 장조림,202.86,14.25,74.26,269.4,2.93,0.07,127.24,1.3,0.03,0.35
6730,멸치조림,318.37,40.92,1577.99,1396.71,15.77,0,58.09,4.53,0.18,0.79
6731,무조림,71.44,3.39,32.33,85.61,0.8,0,46.3,1.88,0.33,0.12
6732,미트볼조림,331.41,27.23,35.81,287.09,1.37,14.98,15.34,3.04,1.39,0.2
6733,버섯조림,90.66,6.57,15.38,180.79,1.17,0.87,33.72,0,0.17,0.28
6734,병어조림,112.38,12.46,61.22,147.24,0.63,0.3,12.49,1.55,1.66,0.09
6735,삼치조림,124.64,15.88,51.97,214.45,0.69,0,20.18,0,0.23,0.16
6736,쇠고기 메추리알 장조림,157.49,11.69,25.12,185.21,1.93,0.1,48.35,1.18,0.06,0.35
6737,쇠고기장조림,68.76,10.41,8.31,85.84,1.11,0,7.5,0.7,0.11,0.15
6738,양미리조림,65.31,5.76,128.56,160.01,1.18,0,28.46,1.34,0.22,0.18
6739,어묵조림,317.02,11.65,79.75,144.62,1.37,4.31,20,2.14,0.36,0.03
6740,연근조림,87.19,1.34,16.62,27.45,0.77,0.03,6.75,2.65,0,0.05
6741,오징어조림,206.02,24.82,40.18,324.65,0.96,0,45.24,2.61,0,0.15
6742,오징어채조림,119.8,11.76,23.51,102.59,0.31,0,8.49,0.99,0.19,0.02
6743,우엉조림,56.54,1.44,22.53,44.2,0.34,1.82,14.71,1.29,0,0.03
6744,쥐포조림,276.3,13.03,198.11,158.35,1.23,0,7.84,0,0.29,0.08
6745,코다리조림,86.06,16.46,73.34,162.65,0.58,2.95,27.39,6.72,0,0.22
6746,콩조림,84.27,5.39,27.2,75.29,1,0,29.59,1.1,0,0.03
6747,닭죽,177.46,10.7,16.89,110.31,0.42,11.47,44.38,0,0.28,0.17
6748,쇠고기죽,244.09,8.62,12.86,73.07,0.36,0,9.77,0,0.24,0.05
6749,양송이스프,105.29,2.41,41.38,78.56,0.14,0.22,11.75,0,0.06,0.23
6750,오리고기죽,618.71,30,45.19,267.17,3.21,22.96,35.39,0.45,0.36,0.42
6751,전복죽,317.19,7.27,9.54,54.58,0.51,0.69,251.33,16.83,0,0.11
6752,채소죽,173.76,6.75,35.13,77.86,0.8,5.12,45.5,2.36,0.65,0.49
