,식품명,energy,protein,calcium,phosphorus,iron,niacin,folate,vitaC,thiamin,riboflavin
22032,레디큐드링크100,56,0,0,0,0,0,0,0,0,0
22033,딸기쨈,260,0.7,0,0,0,0,0,0,0,0
22034,청정원 딸기잼,55,0,0,0,0,0,0,0,0,0
22035,삼강홈버터린프리,730,0,0,0,0,0,0,0,0,0
22036,푸드웰 딸기잼,61,0,0,0,0,0,0,0,0,0
22037,식물성마아가린,733,0,0,0,0,0,0,0,0,0
22038,마가린,725,0,0,0,0,0,0,0,0,0
22039,1/2 하프 버터린,385,0.3,0,0,0,0,0,0,0,0
22040,콘 마가린,400,0.7,0,0,0,0,0,0,0,0
22041,소프트마가린,400,0.7,0,0,0,0,0,0,0,0
22042,버터레진,322,5,0,0,0,0,0,0,0,0
22043,플러스 우리밭 딸기잼,285,0.7,0,0,0,0,0,0,0,0
22044,초록원 딸기잼,55,0,0,0,0,0,0,0,0,0
22045,복음자리올리고당딸기잼,240,0.7,0,0,0,0,0,0,0,0
22046,복음자리 무농약 딸기로 만든잼,295,0,0,0,0,0,0,0,0,0
22047,복음자리 사과잼,275,0,0,0,0,0,0,0,0,0
22048,복음자리 햇 딸기잼,290,0.7,0,0,0,0,0,0,0,0
22049,쿱 딸기잼,325,0,0,0,0,0,0,0,0,0
22050,후루츠쨈,50,0,0,0,0,0,0,0,0,0
22051,한살림딸기잼,50,0,0,0,0,0,0,0,0,0
22052,복음자리 포도잼,55,0,0,0,0,0,0,0,0,0
22053,청정원 사과잼,50,0,0,0,0,0,0,0,0,0
22054,유기농딸기잼,310,0.7,0,0,0,0,0,0,0,0
22055,설탕 대신 올리고당 딸기잼,260,0,0,0,0,0,0,0,0,0
22056,상큼한 딸기가 살아있는 딸기잼,48,0,0,0,0,0,0,0,0,0
22057,청정원 포도잼,265,0,0,0,0,0,0,0,0,0
22058,상큼한 딸기쨈,218,0.7,0,0,0,0,0,0,0,0
22059,복음자리 4가지 국산 과일잼,270,0,0,0,0,0,0,0,0,0
22060,진짜 친환경딸기잼2,50,0,0,0,0,0,0,0,0,0
22061,달콤한 딸기잼,319,0,0,0,0,0,0,0,0,0
22062,끙아 에이,60,0,0,0,0,0,0,0,0,0
22063,국산딸기잼70%,52,0,0,0,0,0,0,0,0,0
22064,홈플러스좋은상품딸기잼,50,0,0,0,0,0,0,0,0,0
22065,청정원 트리플베리 딸기잼,50,0,0,0,0,0,0,0,0,0
22066,1974 딸기쨈,60,0,0,0,0,0,0,0,0,0
22067,살구쨈,260,0,0,0,0,0,0,0,0,0
22068,복음자리 논산딸기로 만든 통 딸기잼,270,0,0,0,0,0,0,0,0,0
22069,복음자리 5가지 베리잼,280,0.7,0,0,0,0,0,0,0,0
22070,아임요블루베리베이스,210,0,0,0,0,0,0,0,0,0
22071,트라피스트수녀원100%유기딸기잼,70,0,0,0,0,0,0,0,0,0
22072,동원 포도잼,230,0,0,0,0,0,0,0,0,0
22073,잼이 된 통딸기,220,0,0,0,0,0,0,0,0,0
22074,45도 과일잼 딸기,205,0.7,0,0,0,0,0,0,0,0
22075,설탕 대신 올리고당 사과잼,50,0,0,0,0,0,0,0,0,0
22076,아임요망고베이스,230,0,0,0,0,0,0,0,0,0
22077,마맘 자색고구마잼,20,0,0,0,0,0,0,0,0,0
22078,마맘 유자 잼,73,0,0,0,0,0,0,0,0,0
22079,마맘 유자 애플망고 잼,52,0,0,0,0,0,0,0,0,0
22080,마맘 애플망고 잼,23,0,0,0,0,0,0,0,0,0
22081,마맘 사과당근 잼,30,0,0,0,0,0,0,0,0,0
22082,마맘 블루베리잼,23,0,0,0,0,0,0,0,0,0
22083,마맘 골드키위잼,28,0,0,0,0,0,0,0,0,0
22084,자임사각사각사과잼,52,0,1,0,0,0,0,9,0,0
22085,초이스엘 딸기잼,325,0.7,0,0,0,0,0,0,0,0
22086,아임요딸기베이스,190,0,0,0,0,0,0,0,0,0
22087,45도 과일잼 블루베리,185,0,0,0,0,0,0,0,0,0
22088,자연담은딸기잼,56,0,0,0,0,0,0,0,0,0
22089,아임요복숭아베이스,40,0,0,0,0,0,0,0,0,0
22090,뚜레쥬르가 만든 블루베리잼,48,0,0,0,0,0,0,0,0,0
22091,아임요그린애플베이스,35,0,0,0,0,0,0,0,0,0
22092,복음자리 무농약 무화과로 만든잼,55,0,0,0,0,0,0,0,0,0
22093,우리농딸기쨈,55,0,0,0,0,0,0,0,0,0
22094,프랑스 장인 비법 딸기잼,195,0.6,0,0,0,0,0,0,0,0
22095,청정원 망고파인애플잼,50,0,0,0,0,0,0,0,0,0
22096,45도 과일잼 오렌지,195,0.7,0,0,0,0,0,0,0,0
22097,바나나스무디,275,0,0,0,0,0,0,0,0,0
22098,껍질째 갈아만든 수녀원사과잼,295,0,0,0,0,0,0,0,0,0
22099,땅사랑 딸기잼,50,0,0,0,0,0,0,0,0,0
22100,트라피스트수녀원 100% 유기 무화과잼,70,0,0,0,0,0,0,0,0,0
22101,마맘 딸기 잼,41,0,0,0,0,0,0,0,0,0
22102,마맘 단호박잼,23,0,0,0,0,0,0,0,0,0
22103,1/2 하프딸기쨈,25,0,0,0,0,0,0,0,0,0
22104,심플러스좋은상품포도잼,255,0,0,0,0,0,0,0,0,0
22105,초록원유기농딸기잼,55,0,0,0,0,0,0,0,0,0
22106,잼이 된 통베리,30,0,0,0,0,0,0,0,0,0
22107,하우스베리생쨈,335,0,0,0,0,0,0,0,0,0
22108,복음자리 후르츠잼,260,0,0,0,0,0,0,95.33,0,0
22109,건담딸기잼,55.6,0.2,0,0,0,0,0,0,0,0
22110,올곧게 만든 위드맘 100일,70,1.6,50.4,29.4,0.8,0.7,14,10,50,80
22111,민감한 아기를 위한 아이엠마더 Comfort care 1,69,1.5,81,45,1.1,0.7,14,14,0.07,0.1
22112,민감한 아기를 위한 아이엠마더 Comfort care 2,69,1.7,56,31,0.84,0.7,14,14,0.07,0.08
22113,베지밀토들러2,135,5,180,100,2.9,15,37,12,0.125,0.15
22114,베비언스 수페리어 12-24개월,164,5.5,168,120,2.88,1.42,48,18.7,0.134,0.24
22115,후디스 트루맘 Premium 액상 3,68,2.3,74,50,1.12,0.84,14,7.7,0.09,0.14
22116,베지밀토들러3,120,5,200,100,2.5,1.2,32,10,0.1,0.13
22117,베비언스 수페리어 6-12개월,165,5,163.2,120,2.64,1.42,48,18.7,0.134,0.24
22118,베지밀토들러우리콩2,135,5,180,100,2.9,1.5,37,12,0.125,0.15
22119,모성이 빛나는 순간 아이엠마더 3,67,2.2,81,45,1.1,0.7,14,14,0.07,0.1
22120,베지밀토들러우리콩3,120,5,200,100,2.5,1.2,32,8.6,0.1,0.11
22121,베지밀토들러프리미엄2,135,5,180,100,2.9,1.5,37,10.5,0.125,0.13
22122,앱솔루트 엄마가 만든 프리미엄 명작 액상 12-24개월,68,2.3,74,49,1.07,0.7,14,8,0.07,0.08
22123,앱솔루트 엄마가 만든 프리미엄 명작 액상 6-12개월,69,2.1,72,45,0.98,0.7,14,8,0.07,0.08
22124,베지밀토들러프리미엄3,120,5,200,100,2.5,1.2,32,8.6,0.1,0.11
22125,후디스 트루맘 Premium 액상 2,69.8,2.2,70,42,0.98,0.56,14,7.7,0.05,0.17
22126,위드맘 토들러(Toddler),67,2.6,75,44,0.9,0.7,0,8.75,0.07,0.08
22127,모성이 빛나는 순간 아이엠마더 4,66,2.5,98,53,1.1,0.7,14,14,0.07,0.1
22128,모성이 빛나는 순간 아이엠마더 액상 12개월부터 24개월까지,66,2.3,76,42,1.1,0.7,14,8,0.07,0.1
22129,위드맘 그로우 업(row-up),69,2.2,75,44,0.9,0.7,0,8.75,0.07,0.08
22130,모성이 빛나는 순간 아이엠마더 액상 6개월부터 12개월까지,67,2.1,74,41,1.1,0.7,14,8,0.07,0.1
22131,위드맘 2,69,2.2,81,47,0.9,0.7,14,7,0.07,90
22132,아기사랑 秀 ADVANCE 3,67,2.2,81,45,1.1,0.7,14,14,0.07,0.1
22133,베비언스 산양 액상분유 2단계 6-12개월,68.1,2.1,68,50,1.1,0.59,20,7.8,0.056,0.1
22134,베비언스 산양 액상분유 3단계 12-24개월,68,2.3,70,50,1.2,0.59,20,7.8,0.056,0.1
22135,올곧게만든 위드맘3,68,2.5,100,58,1,0.7,14,10,0.08,0.1
22136,위드맘3,68,2.5,100,58,1,0.7,14,7,0.08,0.1
22137,아기사랑 秀 ADVANCE 4,67,2.2,81,45,1.1,0.7,14,14,0.07,0.1
22138,올곧게만든 위드맘2,69,2.2,81,47,0.9,0.7,14,10,0.07,90
22139,베지밀인펀트우리콩1,128,4,150,100,2.6,1,20,10.7,0.11,0.09
22140,남양 임페리얼 드림 XO After  Formula,62,2.7,110,61,1.3,0.7,14,14,0.07,0.1
22141,베지밀인펀트1,125,4,150,100,2.6,1,20,10.7,0.11,0.09
22142,베지밀인펀트프리미엄1,128,4,150,100,2.6,1,20,10.7,0.11,0.09
22143,남양 임페리얼드림 XO World Class 액상 12개월부터 24개월까지,66,2.3,76,42,1.1,0.7,14,7.8,0.08,0.1
22144,임페리얼 드림 Oranic 3,67,2.2,78,45,1.1,0.7,14,14,0.07,0.1
22145,삼육아기두유②,130,5,150,90,2.9,1.7,25,14,0.15,0.25
22146,삼육아기두유③,120,5,200,100,2,1.5,22,12,0.14,0.24
22147,유기농 산양유아식 3,67,2.2,78,43,1.1,0.7,14,14,0.07,0.1
22148,민감한 아기를 위한 아이엠마더 Comfort care 3,67,2.2,81,45,1.1,0.7,14,14,0.07,0.1
22149,귀한 산양유아식3,68,2.4,98,58,1,0.7,14,7,0.08,0.1
22150,위드맘 산양3,68,2.4,98,58,1,0.7,14,7,0.08,0.1
22151,유기농 산양유아식 4,66,2.3,99,55,1.1,0.7,14,14,0.07,0.1
22152,프리미엄 스마트3,66,2.6,98,0,1.1,0.7,14,10,0.07,0.1
22153,프리미엄 스마트2,69,2.2,81,47.6,1,0.7,14,10,0.07,0.07
22154,엄마맘아기애유아식 2단계,68,2.8,100.8,58.8,1.12,0.7,14,10,0.08,0.1
22155,민감한 아기를 위한 아이엠마더 Comfort care 4,66,2.5,98,53,1.1,0.7,14,14,0.07,0.1
22156,임페리얼 드림 Oranic 4,67,2.2,78,45,1.1,0.7,14,14,0.07,0.1
22157,트루맘 뉴클래스 퀸 S3,70,2.24,77,44.8,0.98,0.56,14,7.7,0.053,0.17
22158,후디스아기밀순유기농12개월부터,410,17,0,0,0,0,0,0,0,0
22159,쉐프솔루션 햄야채볶음밥,490,11,0,0,0,0,0,0,0,0
22160,치즈스테이크볶음밥,550,22,0,0,0,0,0,0,0,0
22161,매콤제육덮밥,560,16,0,0,0,0,0,0,0,0
22162,햄/계란 김치볶음밥,396,14,0,0,0,0,0,0,0,0
22163,소불고기덮밥,462,13,0,0,0,0,0,0,0,0
22164,불곱창깍두기볶음밥,395,12,0,0,0,0,0,0,0,0
22165,의성마늘햄김치볶음밥,405,8,0,0,0,0,0,0,0,0
22166,오발탄 양볶음밥,400,11,0,0,0,0,0,0,0,0
22167,함박스테이크정식,650,25,0,0,0,0,0,0,0,0
22168,깍두기햄볶음밥,425,10,0,0,0,0,0,0,0,0
22169,대패삼겹볶음밥,450,13,0,0,0,0,0,0,0,0
22170,차돌김치볶음밥,445,11,0,0,0,0,0,0,0,0
22171,소불고기버섯볶음밥,405,11.7,0,0,0,0,0,0,0,0
22172,건곤드레밥,380,6,0,0,0,0,0,0,0,0
22173,닭갈비볶음밥,440,11,0,0,0,0,0,0,0,0
22174,장조림버터볶음밥,455,12,0,0,0,0,0,0,0,0
22175,불닭철판볶음밥,450,10,0,0,0,0,0,0,0,0
22176,오즈키친 철판낙지볶음밥,435,9,0,0,0,0,0,0,0,0
22177,중화식잡채밥,385,8,0,0,0,0,0,0,0,0
22178,치킨카레치즈볶음밥,410,13,0,0,0,0,0,0,0,0
22179,고슬고슬계란코팅 황금밥알 200℃ 포크&스크램블 볶음밥 ,425,12,0,0,0,0,0,0,0,0
22180,베이컨볶음밥,475,11,0,0,0,0,0,0,0,0
22181,닭고기볶음밥,540,17,0,0,0,0,0,0,0,0
22182,스크램블베이컨볶음밥,360,10,0,0,0,0,0,0,0,0
22183,햄볶음밥,430,10,0,0,0,0,0,0,0,0
22184,빅 김치볶음밥,335,6,0,0,0,0,0,0,0,0
22185,원테이블 장조림 버터 볶음밥,385,14,0,0,0,0,0,0,0,0
22186,리얼새우볶음밥,365,12,0,0,0,0,0,0,0,0
22187,치킨데리야끼볶음밥,355,9,0,0,0,0,0,0,0,0
22188,생가득 돼지고기 깍두기 볶음밥,340,8,0,0,0,0,0,0,0,0
22189,비비고 강된장보리비빔밥,335,7,0,0,0,0,0,0,0,0
22190,라이트잇 통통낙지볶음밥&두툼해물완자,325,12,0,0,0,0,0,0,0,0
22191,가마솥방식으로 지은 곤드레나물밥,385,8,0,0,0,0,0,0,0,0
22192,한우잡채 볶음밥,350,8,0,0,0,0,0,0,0,0
22193,중화볶음밥,385,9,0,0,0,0,0,0,0,0
22194,전주식비빔밥,445,12,0,0,0,0,0,0,0,0
22195,생가득 새우볶음밥,380,7,0,0,0,0,0,0,0,0
22196,고기잡채 볶음밥,385,11,0,0,0,0,0,0,0,0
22197,더맛있는 새우볶음밥,410,13,0,0,0,0,0,0,0,0
22198,생가득 돼지고기 잡채볶음밥,350,10,0,0,0,0,0,0,0,0
22199,생가득 산채나물비빔밥,315,6,0,0,0,0,0,0,0,0
22200,소고기버섯비빔밥 5가지 영양재료,450,9,0,0,0,0,0,0,0,0
22201,생가득 닭가슴살볶음밥,385,12,0,0,0,0,0,0,0,0
22202,가마솥방식으로 지은 산채나물밥,350,6,0,0,0,0,0,0,0,0
22203,통새우볶음밥7가지야채,385,8,0,0,0,0,0,0,0,0
22204,새우 파인애플 볶음밥,355,9,0,0,0,0,0,0,0,0
22205,생곤드레나물밥,480,8,0,0,0,0,0,0,0,0
22206,게살볶음밥,350,8,0,0,0,0,0,0,0,0
22207,울릉도 부지깽이 나물밥,395,7,0,0,0,0,0,0,0,0
22208,담양 죽순밥,330,7,0,0,0,0,0,0,0,0
22209,나시고랭,430,12,0,0,0,0,0,0,0,0
22210,고슬고슬한 곤드레나물밥,435,8,0,0,0,0,0,0,0,0
22211,라이트잇 병아리콩잡곡밥&칠리닭가슴살슬라이스,285,19,0,0,0,0,0,0,0,0
22212,유어스 김치볶음밥,380,5,0,0,0,0,0,0,0,0
22213,연잎밥,378,8.4,0,0,0,0,0,0,0,0
22214,비비고 김치낙지죽,225,8,0,0,0,0,0,0,0,0
22215,비비고 통단팥죽,145,8,0,0,0,0,0,0,0,0
22216,누룽지닭백숙죽,150,7,0,0,0,0,0,0,0,0
22217,오즈키친 동지팥죽,565,16,0,0,0,0,0,0,0,0
22218,영양쇠고기죽,230,8,0,0,0,0,0,0,0,0
22219,참치죽(용기),145,7,0,0,0,0,0,0,0,0
22220,계란야채죽(용기),200,4,0,0,0,0,0,0,0,0
22221,아침엔본죽 보양삼계죽,190,6,0,0,0,0,0,0,0,0
22222,화끈짬뽕죽,240,10,0,0,0,0,0,0,0,0
22223,본죽 일품쇠고기미역죽,305,13,0,0,0,0,0,0,0,0
22224,본죽 전복죽,165,3,0,0,0,0,0,0,0,0
22225,본죽 야채죽,155,3,0,0,0,0,0,0,0,0
22226,본죽 통단팥죽,285,10,0,0,0,0,0,0,0,0
22227,본죽 단호박죽,195,3,0,0,0,0,0,0,0,0
22228,본죽 일품해물죽,290,7,0,0,0,0,0,0,0,0
22229,양반 쇠고기죽,275,8,0,0,0,0,0,0,0,0
22230,양반 홍게살죽,175,4,0,0,0,0,0,0,0,0
22231,양반 영양닭죽,140,7,0,0,0,0,0,0,0,0
22232,동원 데일리케어 쇠고기죽,165,7,0,0,0,0,0,0,0,0
22233,양반 전복오곡죽,160,4,0,0,0,0,0,0,0,0
22234,양반 쇠고기오곡죽,165,6,0,0,0,0,0,0,0,0
22235,오곡 삼계죽,200,8,0,0,0,0,0,0,0,0
22236,청정원 우리쌀 야채죽,235,4,0,0,0,0,0,0,0,0
22237,청정원 우리쌀 쇠고기죽,235,5,0,0,0,0,0,0,0,0
22238,통곡물 닭죽,120,7,0,0,0,0,0,0,0,0
22239,밤.단호박죽,335,2,0,0,0,0,0,0,0,0
22240,진한전복죽,345,5,0,0,0,0,0,0,0,0
22241,야채버섯죽,380,4,0,0,0,0,0,0,0,0
22242,요리하다 바로죽 단호박,85,0.5,0,0,0,0,0,0,0,0
22243,바로죽 현미&단팥,100,3,0,0,0,0,0,0,0,0
22244,요리하다 바로죽 고구마,95,0.5,0,0,0,0,0,0,0,0
22245,요리하다 삼계죽,125,5,0,0,0,0,0,0,0,0
22246,소고기 야채죽,182,8.6,0,0,0,0,0,0,0,0
22247,황태콩나물해장국밥,270,9,0,0,0,0,0,0,0,0
22248,매콤낙지덮밥,335,9,0,0,0,0,0,0,0,0
22249,참치마요덮밥,425,11,0,0,0,0,0,0,0,0
22250,진한쇠고기미역국밥,310,11,0,0,0,0,0,0,0,0
22251,서울식설렁탕국밥,270,10,0,0,0,0,0,0,0,0
22252,얼큰쇠고기전골밥,345,13,0,0,0,0,0,0,0,0
22253,양송이비프카레밥,355,11,0,0,0,0,0,0,0,0
22254,사천식직화짜장밥,405,8,0,0,0,0,0,0,0,0
22255,곤드레나물보리밥,305,6,0,0,0,0,0,0,0,0
22256,평양식온반,265,9,0,0,0,0,0,0,0,0
22257,닭백숙누룽지탕,315,12,0,0,0,0,0,0,0,0
22258,햇반컵밥 강된장보리비빔밥,345,10,0,0,0,0,0,0,0,0
22259,햇반컵밥 치킨마요덮밥,415,13,0,0,0,0,0,0,0,0
22260,햇반컵밥 중화마파두부덮밥,400,10,0,0,0,0,0,0,0,0
22261,햇반컵밥 닭곰탕밥,275,10,0,0,0,0,0,0,0,0
22262,햇반컵밥 레드스파이시커리덮밥,440,6,0,0,0,0,0,0,0,0
22263,미역국밥,265,6,0,0,0,0,0,0,0,0
22264,종가집 우리쌀 컵 누룽지,245,5,0,0,0,0,0,0,0,0
22265,큰컵밥 새우간짜장,450,11,0,0,0,0,0,0,0,0
22266,육개장국밥,365,10,0,0,0,0,0,0,0,0
22267,큰컵밥 강된장덮밥,430,10.5,0,0,0,0,0,0,0,0
22268,해담은베리 오디 원액 100%,28.15,0.31,0,0,0,0,0,0,0,0
22269,오디즙,40,0,0,0,0,0,0,0,0,0
22270,부안 오디즙(추출),42.1,0.7,0,0,0,0,0,0,0,0
22271,저온착즙 상주 오디즙,65,0.7,0,0,0,0,0,0,0,0
22272,오디원액 (골드),40,0,0,0,0,0,0,0,0,0
22273,울어매 오디진액,40,0,0,0,0,0,0,0,0,0
22274,일건식 오디 원액,30,0.5,0,0,0,0,0,0,0,0
22275,상주명품오디즙,65,0.7,0,0,0,0,0,0,0,0
22276,오디 원액,30,1,0,0,0,0,0,0,0,0
22277,토종오디생즙,54.7,0.7,0,0,0,0,0,0,0,0
22278,스프라이트 1.5L,450,0,0,0,0,0,0,0,0,0
22279,스프라이트 500ml,700,0,0,0,0,0,0,0,0,0
22280,씨그램(레몬맛) 350ml,233,0,0,0,0,0,0,0,0,0
22281,코카콜라 1.25L,92,0,0,0,0,0,0,0,0,0
22282,코카콜라 500ml,216,0,0,0,0,0,0,0,0,0
22283,코카콜라 제로 1.5L,216,0,0,0,0,0,0,0,0,0
22284,코카콜라 제로 500ml,0,0,0,0,0,0,0,0,0,0
22285,펩시 500mL,217,0,0,0,0,0,0,0,0,0
22286,펩시 1.25L,541,0,0,0,0,0,0,0,0,0
22287,칠성사이다 500mL,208,0,0,0,0,0,0,0,0,0
22288,칠성사이다 1.25L,520,0,0,0,0,0,0,0,0,0
22289,펩시콜라500ML,220,0,0,0,0,0,0,0,0,0
22290,"펩시콜라1,250ML",550,0,0,0,0,0,0,0,0,0
22291,사이다500ML,220,0,0,0,0,0,0,0,0,0
22292,"사이다1,250ML",550,0,0,0,0,0,0,0,0,0
22293,콜라 500ml,220,0,0,0,0,0,0,0,0,0
22294,콜라 1.25L,550,0,0,0,0,0,0,0,0,0
22295,코카콜라 0.5L,216,0,0,0,0,0,0,0,0,0
22296,스프라이트 0.5L,228,0,0,0,0,0,0,0,0,0
22297,디핑소스(30g),92,0,0,0,0,0,0,0,0,0
22298,"컵 피클(작은컵, 70g)",65,0,0,0,0,0,0,0,0,0
22299,"컵 피클 (큰컵,120g)",56,0,0,0,0,0,0,0,0,0
22300,코카콜라제로,0,0,0,0,0,0,0,0,0,0
22301,환타오렌지,326,0,0,0,0,0,0,0,0,0
22302,미닛메이드 오렌지 ,168,2,0,0,0,0,0,0,0,0
22303,사이다(S),84,0,0,0,0,0,0,0,0,0
22304,오렌지주스 (400ml PET),145,2,0,0,0,0,0,0,0,0
22305,콜라S,81,0,0,0,0,0,0,0,0,0
22306,사이다(R),133,0,0,0,0,0,0,0,0,0
22307,콜라(R),128,0,0,0,0,0,0,0,0,0
22308,레드 선라이즈 270ML,130,1,0,0,0,0,0,0,0,0
22309,옐로우 패션 270ML,145,1,0,0,0,0,0,0,0,0
22310,파인 그린 270ML,140,1,0,0,0,0,0,0,0,0
22311,딸기주스 190ML,100,1,0,0,0,0,0,0,0,0
22312,망고주스 190ML,112,1,0,0,0,0,0,0,0,0
22313,밀싹&민트 주스 190ML,95,1,0,0,0,0,0,0,0,0
22314,수박주스 190ML,90,2,0,0,0,0,0,0,0,0
22315,케일&사과주스 190ML,135,2,0,0,0,0,0,0,0,0
22316,토마토주스 190ML,70,1,0,0,0,0,0,0,0,0
22317,한라봉주스 190ML,88,1,0,0,0,0,0,0,0,0
22318,블루베리 요거트 190ML,155,5,0,0,0,0,0,0,0,0
22319,치아씨드 요거트 190ML,145,6,0,0,0,0,0,0,0,0
22320,단호박 당근 수프,144,2,0,0,0,0,0,0,0,0
22321,현미 크림 수프,146,3,0,0,0,0,0,0,0,0
22322,우리나라 옥고감,260,7,0,0,0,0,0,0,0,0
22323,한 입에 쏙 호두,292,5,0,0,0,0,0,0,0,0
22324,사과 가득 핸디 젤리,80,0,0,0,0,0,0,0,0,0
22325,스타벅스 리얼 후르츠 - 사과,71,0,0,0,0,0,0,0,0,0
22326,제주 자연 청 세트,1245,3,0,0,0,0,0,0,0,0
22327,하루 한 컵 GREEN,90,1,0,0,0,0,0,0,0,0
22328,하루 한 컵 RED,60,0.7,0,0,0,0,0,0,0,0
22329,한라봉 가득 핸디 젤리,75,0,0,0,0,0,0,0,0,0
22330,밀크 푸딩,185,4,0,0,0,0,0,0,0,0
22331,스타벅스 오가닉 그릭 요거트,115,5,0,0,0,0,0,0,0,0
22332,오가닉 그릭 요거트 플레인 JAR,95,7,0,0,0,0,0,0,0,0
22333,초콜릿 푸딩,200,5,0,0,0,0,0,0,0,0
22334,오도독 건강한 넛&블루베리,169,5,0,0,0,0,0,0,0,0
22335,2019 W-DAY 오로라 캔디(걸),436,0,0,0,0,0,0,0,0,0
22336,2019 W-DAY 오로라 캔디(보이),436,0,0,0,0,0,0,0,0,0
22337,New 한 입에 쏙 고구마,265,3,0,0,0,0,0,0,0,0
22338,라이스 칩(블루베리 잼),140,3,0,0,0,0,0,0,0,0
22339,스타벅스 찹쌀말랑,209,1,0,0,0,0,0,0,0,0
22340,씨프렌즈 캔디,196,0,0,0,0,0,0,0,0,0
22341,애프터 커피 캔디 (레몬라임),80,0,0,0,0,0,0,0,0,0
22342,애프터 커피 캔디 (페퍼민트),80,0,0,0,0,0,0,0,0,0
22343,고구마 말랭이,185,2,0,0,0,0,0,0,0,0
22344,이너츠,143,4,0,0,0,0,0,0,0,0
22345,갈릭소스,210.6,0.36,0,0,0,0,0,0,0,0
22346,밀크초콜릿,300,1,0,0,0,0,0,0,0,0
22347,커피빈 다크 쇼콜라,297,0,0,0,0,0,0,0,0,0
22348,초콜릿파우더,230,5,0,0,0,0,0,0,0,0
22349,헤이즐넛향파우더,260,1,0,0,0,0,0,0,0,0
22350,다크초콜릿파우더,224,4.2,0,0,0,0,0,0,0,0
22351,바닐라파우더,240,5,0,0,0,0,0,0,0,0
22352,사과한모금(120ml*24입 ),60,0,0,0,0,0,0,0,0,0
22353,포도한모금(120ml*24입 ),60,0,0,0,0,0,0,0,0,0
22354,감귤주스,85,1,0,0,0,0,0,0,0,0
22355,감귤한모금(120ml*24입 ),55,0,0,0,0,0,0,0,0,0
22356,감귤한모금(190ml*24입),90,0,0,0,0,0,0,0,0,0
22357,감귤한모금(120ml*16입),55,0,0,0,0,0,0,0,0,0
22358,감귤한모금 120ml,55,0,0,0,0,0,0,0,0,0
22359,감귤한모금 190ml,90,0,0,0,0,0,0,0,0,0
22360,과일듬뿍주스 150ml   ,66,0,0,0,0,0,0,0,0,0
22361,과일듬뿍주스 (150ml*10개),66,0,0,0,0,0,0,0,0,0
22362,당근사과주스 180ml ,93,0.7,0,0,0,0,0,0,0,0
22363,당근사과주스 1000ml,50,0,0,0,0,0,0,0,0,0
22364,당근사과주스(120ml*10개 ),62,0.7,0,0,0,0,0,0,0,0
22365,당근토마토주스 1000ml,60,0,0,0,0,0,0,0,0,0
22366,딸기주스 190ml,85,0,0,0,0,0,0,0,0,0
22367,무농약포도로만든포도즙 (120ml*20포),75,0.7,0,0,0,0,0,0,0,0
22368,배도라지즙 120ml,70,0,0,0,0,0,0,0,0,0
22369,배도라지즙 (120ml*20포),70,0,0,0,0,0,0,0,0,0
22370,배즙 120ml,60,0,0,0,0,0,0,0,0,0
22371,배즙 (120ml*20포),60,0,0,0,0,0,0,0,0,0
22372,블루베리아로니아액 80ml,20,0.2,0,0,0,0,0,0,0,0
22373,블루베리아로니아액 (80ml*20포),20,0.2,0,0,0,0,0,0,0,0
22374,블루베리액 80ml,0,0,0,0,0,0,0,0,0,0
22375,블루베리액 (80ml*30포),0,0,0,0,0,0,0,0,0,0
22376,사과주스 180ml,90,0,0,0,0,0,0,0,0,0
22377,사과즙 (120ml*20포),58,0.7,0,0,0,0,0,0,0,0
22378,사과한모금 190ml,100,0,0,0,0,0,0,0,0,0
22379,사과한모금 120ml,60,0,0,0,0,0,0,0,0,0
22380,사과한모금 (190ml*24입),100,0,0,0,0,0,0,0,0,0
22381,사과한모금 (120ml*16입),60,0,0,0,0,0,0,0,0,0
22382,생생비타 (100ml*10포),60,0,0,0,0,0,0,0,0,0
22383,생생비타 100ml,60,0,0,0,0,0,0,0,0,0
22384,석류즙 (120ml*15포),60,1,0,0,0,0,0,0,0,0
22385,숨 (120ml*24입),45,0,0,0,0,0,0,0,0,0
22386,숨 (190ml*24입 ),70,0,0,0,0,0,0,0,0,0
22387,숨 190ml,70,0,0,0,0,0,0,0,0,0
22388,숨 120ml,45,0,0,0,0,0,0,0,0,0
22389,유기배즙 100ml,45,0,0,0,0,0,0,0,0,0
22390,자연드림감귤주스 1L,505,2,0,0,0,0,0,0,0,0
22391,자연드림감귤주스 (1L*12개입),505,0,0,0,0,0,0,0,0,0
22392,토마토당근한모금(120ml*24입),60,0,0,0,0,0,0,0,0,0
22393,토마토당근한모금(120ml*16입),60,0,0,0,0,0,0,0,0,0
22394,토마토당근한모금 120ml,60,0,0,0,0,0,0,0,0,0
22395,포도주스 180ml,94,0,0,0,0,0,0,0,0,0
22396,포도주스 (180ml*10개),65,0,0,0,0,0,0,0,0,0
22397,포도즙 (120ml*20포),65,0.7,0,0,0,0,0,0,0,0
22398,포도한모금 190ml,100,0,0,0,0,0,0,0,0,0
22399,포도한모금 (120ml*16입),60,0,0,0,0,0,0,0,0,0
22400,포도한모금 120ml,60,0,0,0,0,0,0,0,0,0
22401,포도한모금 (190ml*24입),100,0,0,0,0,0,0,0,0,0
22402,하루채소과일 120ml,55,0,0,0,0,0,0,0,0,0
22403,하루채소과일 (120ml*10개),55,0,0,0,0,0,0,0,0,0
